store_num	style_id	name	hh_mm	img_url	latitude	longitude
364	3255406	Kiehl's Since 1851 'Clearly Corrective' Dark Spot	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/3/_6721523.jpg	33068415	-117065892
765	3500034	CHANEL L�VRES SCINTILLANTES SEASHELL GLOSSIMER	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/3/_6825383.jpg	27961862	-82524062
621	3601222	CHANEL LE CRAYON L�VRES PRECISION LIP DEFINER	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/12/_8339752.jpg	38861305	-77059911
763	2952769	Salvatore Ferragamo Reversible Belt	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/0/_5459360.jpg	25732069	-80258474
25	3368398	CHANEL SUBLIMAGE LA CR�ME YEUX	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/7/_7315107.jpg	45446607	-122781678
765	3383392	Yves Saint Laurent 'Rouge Pur Couture - Vernis a L	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/18/_6837118.jpg	27961862	-82524062
731	3232354	Clarins 'Blue Orchid' Face Treatment Oil	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/1/_6602161.jpg	30255371	-97809988
765	3499990	CHANEL L�VRES SCINTILLANTES AMOUR GLOSSIMER	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/3/_6825383.jpg	27961862	-82524062
430	3512265	Topshop Chambray Shirt	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/0/_8278520.jpg	37697517	-121926538
774	3460907	Dior 'Diorsnow' BB Creme Sunscreen Broad Spectrum	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/10/_7659170.jpg	25957301	-80146782
621	3405125	CHANEL LE VOLUME DE CHANEL MASCARA	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/11/_7771131.jpg	38861305	-77059911
621	3382967	CHANEL LE VERNIS NAIL COLOUR	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/10/_7217590.jpg	38861305	-77059911
731	3565187	Mini Boden Slim Fit Velvet Jeans (Toddler Girls, L	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/14/_8167454.jpg	30255371	-97809988
621	2826973	CHANEL LE VERNIS NAIL COLOUR	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/10/_7217590.jpg	38861305	-77059911
522	3402039	Burberry Brit 'Admiral' Half Zip Pullover	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/11/_7517351.jpg	40247950	-74284399
221	3351947	Armani Collezioni Knit Polo	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/11/_7133311.jpg	41850280	-87956523
364	3026144	Kiehl's Since 1851 'Superbly Restorative' Dry Oil	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/0/_5786960.jpg	33068415	-117065892
774	3052606	Dior 'L'Or de Vie' Eye Cr�me Refill	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/14/_5854114.jpg	25957301	-80146782
765	3495641	Yves Saint Laurent 'Rouge Pur Couture - Vernis a L	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/5/_7553025.jpg	27961862	-82524062
34	3489633	Fa�onnable Classique Fit Sport Shirt	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/4/_8084104.jpg	39560286	-104872657
4	3093876	Lanc�me 'Hypn�se Drama' Instant Full Body Volume M	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/2/_7880582.jpg	47614083	-122204713
353	3081847	CHANEL CHANCE EAU TENDRE	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/12/_6212112.jpg	34013954	-118494942
765	3500004	CHANEL L�VRES SCINTILLANTES ARAGONITE GLOSSIMER	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/3/_6825383.jpg	27961862	-82524062
1	3276140	Yves Saint Laurent 'Rouge Pur Couture - Vernis a L	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/2/_7553022.jpg	47611970	-122335964
531	3569951	Mini Boden 'Big Bloom' Appliqu� Tee (Toddler Girls	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/2/_8145282.jpg	42300485	-71379738
751	3130770	Yves Saint Laurent 'Rouge Pur Couture' Lip Color	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/10/_6203630.jpg	35902531	-78939383
341	2928369	Dior 'Diorskin Airflash' Spray Foundation	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/2/_5335962.jpg	34187649	-118602105
762	3210587	CHANEL CRAYON SOURCILS SCULPTING EYEBROW PENCIL	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/5/_6556965.jpg	26368447	-80134361
763	3471761	Dior 'Addict' Gloss	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/16/_7671216.jpg	25732069	-80258474
763	3575948	Dior 'Rouge Contour' Lip Liner	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/9/_8286189.jpg	25732069	-80258474
765	3499408	CHANEL L�VRES SCINTILLANTES DAYDREAM GLOSSIMER	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/3/_6825383.jpg	27961862	-82524062
621	2826199	CHANEL LE CRAYON L�VRES PRECISION LIP DEFINER	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/12/_8339752.jpg	38861305	-77059911
732	3003911	Salvatore Ferragamo 'Magnifico' Loafer	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/15/_8244795.jpg	29619284	-98618074
221	3231815	Armani Collezioni Trim Fit Polo	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/4/_7136384.jpg	41850280	-87956523
774	3587069	Dior 'Airflash - Matte Touch' Long-Lasting Airy Po	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/16/_8355936.jpg	25957301	-80146782
706	3055987	Dior 'Diorshow' Brow Styler	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/15/_5874795.jpg	21292366	-157840865
349	3536637	Burberry Brit 'Tunworth' T-Shirt	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/18/_8356178.jpg	34071180	-118356329
765	3500023	CHANEL L�VRES SCINTILLANTES MICA GLOSSIMER	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/3/_6825383.jpg	27961862	-82524062
637	3554343	Carvela Kurt Geiger 'Agate' Pump	1402	http://content.nordstrom.com/imagegallery/store/product/thumbnail/13/_8232233.jpg	39938872	-75025279
